state3,confirmed,deaths,incidenceRate,fatalityRate
South Dakota,1383,22,14883.77099,1.590744758
South Dakota,463,5,12392.93362,1.079913607
South Dakota,1931,15,13724.23596,0.776799586
South Dakota,4648,82,16594.666,1.764199656
South Dakota,481,12,11771.90406,2.494802495
South Dakota,875,12,9752.563531,1.371428571
South Dakota,3245,66,16409.60809,2.033898305
South Dakota,709,29,13071.53392,4.090267983
South Dakota,531,9,12204.09101,1.694915254
South Dakota,1475,29,25033.94433,1.966101695
South Dakota,455,9,15576.85724,1.978021978
South Dakota,513,14,13397.75398,2.729044834
South Dakota,603,16,8982.571131,2.653399668
South Dakota,372,13,16180.94824,3.494623656
South Dakota,1057,42,14988.6557,3.973509934
South Dakota,586,30,14002.38949,5.119453925
South Dakota,266,10,14007.3723,3.759398496
South Dakota,799,39,12962.3621,4.881101377
South Dakota,364,6,11407.08242,1.648351648
South Dakota,388,4,11236.60585,1.030927835
South Dakota,97,1,7473.035439,1.030927835
South Dakota,2522,41,14390.04907,1.625693894
South Dakota,920,28,12618.29653,3.043478261
South Dakota,141,1,10837.81706,0.709219858
South Dakota,291,14,8702.15311,4.810996564
South Dakota,281,16,13959.26478,5.693950178
South Dakota,94,0,10409.74529,0
South Dakota,818,18,16562.0571,2.200488998
South Dakota,1387,20,10838.47777,1.441961067
South Dakota,3004,47,11623.58768,1.564580559
South Dakota,8712,78,14252.06125,0.895316804
South Dakota,658,11,17402.80349,1.671732523
South Dakota,375,6,7598.784195,1.6
South Dakota,809,25,14482.63516,3.090234858
South Dakota,247,4,10382.51366,1.619433198
South Dakota,2788,31,9840.463081,1.111908178
South Dakota,261,2,12663.75546,0.766283525
South Dakota,307,10,13853.79061,3.25732899
South Dakota,31711,363,16419.17011,1.144713191
South Dakota,667,20,10142.94404,2.99850075
South Dakota,2119,49,14946.74473,2.312411515
South Dakota,13846,200,12169.63305,1.444460494
South Dakota,359,14,12530.54101,3.899721448
South Dakota,392,4,18207.15281,1.020408163
South Dakota,1376,41,13238.40677,2.979651163
South Dakota,345,3,14718.43003,0.869565217
South Dakota,844,26,13237.13927,3.08056872
South Dakota,354,2,11426.72692,0.564971751
South Dakota,145,3,10424.15528,2.068965517
South Dakota,1234,32,12125.38076,2.593192869
South Dakota,755,17,13876.12571,2.251655629
South Dakota,1181,57,14086.35496,4.82641829
South Dakota,0,0,,
South Dakota,2227,43,13978.15717,1.930848675
South Dakota,771,15,14185.83257,1.945525292
South Dakota,3110,34,13631.98036,1.093247588
South Dakota,344,9,12481.85776,2.61627907
Tennessee,8830,172,11470.80984,1.94790487
Tennessee,6550,130,13175.62811,1.984732824
Tennessee,1682,42,10408.41584,2.497027348
Tennessee,2190,11,14537.97132,0.502283105
Tennessee,15628,196,11742.6064,1.254159201
Tennessee,15211,153,14069.92878,1.005851029
Tennessee,4203,63,10549.16922,1.498929336
Tennessee,1937,32,13196.62079,1.652039236
Tennessee,3660,83,13181.11427,2.267759563
Tennessee,6706,159,11891.96858,2.371011035
Tennessee,4607,56,11328.59567,1.215541567
Tennessee,2173,51,12562.87217,2.346985734
Tennessee,3200,74,10012.82894,2.3125
Tennessee,1102,30,14471.43795,2.722323049
Tennessee,4540,100,12609.71003,2.202643172
Tennessee,6955,125,12305.37863,1.797268152
Tennessee,2042,49,14349.96486,2.399608227
Tennessee,6828,138,11282.22075,2.021089631
Tennessee,90204,952,12994.99816,1.05538557
Tennessee,2826,54,13792.0937,1.910828025
Tennessee,1602,39,13735.74552,2.434456929
Tennessee,6908,114,12804.92326,1.650260567
Tennessee,5459,107,14690.92279,1.960065946
Tennessee,5159,83,12542.24102,1.608838922
Tennessee,2442,48,13183.60957,1.965601966
Tennessee,5178,91,12267.81653,1.757435303
Tennessee,6617,147,13467.52692,2.221550552
Tennessee,4028,101,13670.92045,2.507447865
Tennessee,2654,49,11380.78902,1.846269781
Tennessee,7982,159,11556.55938,1.991981959
Tennessee,1797,35,13383.48105,1.947690595
Tennessee,8632,174,13293.49801,2.015755329
Tennessee,45068,502,12253.26533,1.113872371
Tennessee,603,12,9108.761329,1.990049751
Tennessee,3548,65,14163.67265,1.832018038
Tennessee,3601,68,14037.89178,1.888364343
Tennessee,6294,112,11083.71782,1.779472514
Tennessee,2711,62,15666.89783,2.286978975
Tennessee,3840,77,13657.21805,2.005208333
Tennessee,3250,76,10047.92085,2.338461538
Tennessee,2865,46,11378.98165,1.605584642
Tennessee,1109,33,13522.74113,2.975653742
Tennessee,1871,28,10068.88387,1.496525922
Tennessee,1331,36,11293.05956,2.704733283
Tennessee,6283,125,11529.49812,1.989495464
Tennessee,2439,39,13711.49089,1.59901599
Tennessee,51757,639,11004.79893,1.234615608
Tennessee,1716,26,24458.38084,1.515151515
Tennessee,3238,48,12632.15386,1.482396541
Tennessee,6039,92,13680.84817,1.523431032
Tennessee,1590,26,12960.54777,1.635220126
Tennessee,4369,67,12713.14671,1.533531701
Tennessee,6220,70,11504.03196,1.125401929
Tennessee,3646,78,14819.93334,2.139330773
Tennessee,11407,241,11641.6966,2.112737793
Tennessee,3153,47,10907.39267,1.490643831
Tennessee,4223,59,12285.09091,1.397111058
Tennessee,13606,174,14116.0115,1.278847567
Tennessee,6597,101,12263.44946,1.530998939
Tennessee,2855,54,11111.54355,1.891418564
Tennessee,1408,25,11334.72871,1.775568182
Tennessee,5930,97,12740.35879,1.635750422
Tennessee,20744,229,9925.691291,1.103933668
Tennessee,1019,17,15705.91862,1.668302257
Tennessee,2525,39,11797.41158,1.544554455
Tennessee,4590,97,15264.89075,2.11328976
Tennessee,17869,100,,0.559628407
Tennessee,3034,61,13641.47296,2.010547132
Tennessee,1069,28,13236.75087,2.619270346
Tennessee,763,24,15114.89699,3.145478375
Tennessee,2109,25,12529.70532,1.185395922
Tennessee,11484,178,14311.17204,1.549982584
Tennessee,4383,75,13214.94256,1.711156742
Tennessee,6347,105,11889.77558,1.654324878
Tennessee,9844,132,13707.82449,1.340918326
Tennessee,43507,443,13093.27836,1.018226952
Tennessee,3191,45,14459.85137,1.410216233
Tennessee,1742,29,11593.23839,1.664753157
Tennessee,13503,176,13743.51145,1.303414056
Tennessee,97786,1667,10434.22403,1.70474301
Tennessee,2796,40,13871.11177,1.430615165
Tennessee,1358,28,9901.567627,2.06185567
Tennessee,17208,304,10867.20388,1.766620177
Tennessee,24318,352,12713.10048,1.447487458
Tennessee,7442,105,12081.36496,1.410911045
Tennessee,2511,22,22252.74725,0.876144962
Tennessee,16922,136,,0.803687507
Tennessee,2050,49,11463.401,2.390243902
Tennessee,1948,34,9753.655117,1.745379877
Tennessee,860,23,14645.77657,2.674418605
Tennessee,5556,83,13460.28054,1.49388049
Tennessee,14816,251,11451.98068,1.694114471
Tennessee,2975,34,17843.21958,1.142857143
Tennessee,4195,67,12587.01392,1.597139452
Tennessee,3707,74,13556.40885,1.996223361
Tennessee,28299,218,11869.78843,0.770345242
Tennessee,19051,240,13169.77402,1.25977639
Texas,6227,127,10785.48541,2.03950538
Texas,1837,47,9820.903502,2.558519325
Texas,8669,284,9997.116992,3.276041066
Texas,1261,41,5363.675032,3.251387787
Texas,811,12,9482.053081,1.479654747
Texas,204,6,10810.81081,2.941176471
Texas,5821,150,11379.58673,2.576876825
Texas,2198,37,7318.859883,1.683348499
Texas,842,19,12028.57143,2.256532067
Texas,1428,28,6178.608515,1.960784314
Texas,9626,96,10849.49788,0.997298982
Texas,299,13,8520.946139,4.347826087
Texas,3509,73,10775.37233,2.080364776
Texas,22634,433,6236.567436,1.913051162
Texas,224084,3577,11184.32545,1.596276396
Texas,757,20,6344.816025,2.642007926
Texas,30,2,4587.155963,6.666666667
Texas,1689,35,9039.336366,2.07223209
Texas,7103,221,7617.566626,3.111361397
Texas,38200,521,10206.69901,1.363874346
Texas,27643,254,12060.06693,0.9188583
Texas,937,16,10181.46257,1.707577375
Texas,168,6,10866.75291,3.571428571
Texas,829,36,11687.5793,4.342581423
Texas,4283,120,11311.53602,2.801774457
Texas,2444,48,13251.64019,1.963993453
Texas,4810,66,9988.578548,1.372141372
Texas,5722,98,13104.61708,1.712687871
Texas,2430,25,11413.8093,1.028806584
Texas,1206,40,8649.501542,3.316749585
Texas,41309,1647,9761.95934,3.987024619
Texas,1265,44,9660.913395,3.47826087
Texas,545,14,9196.76004,2.568807339
Texas,1968,83,6554.31959,4.217479675
Texas,1020,32,13545.81673,3.137254902
Texas,5129,29,11700.16196,0.565412361
Texas,4268,142,8106.978688,3.327085286
Texas,1376,17,18833.8352,1.235465116
Texas,1036,16,9893.992933,1.544401544
Texas,321,15,11251.31441,4.672897196
Texas,467,13,13788.01299,2.78372591
Texas,751,33,9186.544343,4.394141145
Texas,91521,835,8844.916065,0.912358912
Texas,329,9,11267.12329,2.73556231
Texas,1743,32,8109.617085,1.835915089
Texas,10880,300,6965.027623,2.757352941
Texas,1562,51,11455.81225,3.265044814
Texas,472,8,17314.74688,1.694915254
Texas,3785,72,9174.200742,1.902245707
Texas,7312,86,9627.259681,1.176148796
Texas,191,7,13662.37482,3.664921466
Texas,540,12,11257.03565,2.222222222
Texas,589,15,17003.4642,2.546689304
Texas,667,29,11626.28552,4.347826087
Texas,364,11,16766.46707,3.021978022
Texas,987,26,13544.66859,2.634245187
Texas,303645,4082,11521.27325,1.34433302
Texas,1739,69,13662.7907,3.967797585
Texas,1934,59,9593.253968,3.050672182
Texas,2866,67,15453.46705,2.337752966
Texas,323,12,6058.900769,3.715170279
Texas,76237,765,8592.921381,1.003449768
Texas,187,10,8457.711443,5.347593583
Texas,2307,36,22787.4358,1.56046814
Texas,415,15,12660.15863,3.614457831
Texas,1274,41,11418.84019,3.218210361
Texas,1363,50,7423.747277,3.668378577
Texas,17434,377,10488.31991,2.162441207
Texas,253,6,13095.2381,2.371541502
Texas,136182,2719,16226.86294,1.996592795
Texas,23084,318,12489.5848,1.377577543
Texas,4223,70,9890.392993,1.657589391
Texas,2099,32,12135.05232,1.524535493
Texas,3486,109,9815.847271,3.126792886
Texas,2746,67,10834.05666,2.4399126
Texas,305,14,7963.446475,4.590163934
Texas,888,30,15546.21849,3.378378378
Texas,124,10,10735.93074,8.064516129
Texas,68939,684,8493.288061,0.992181494
Texas,737,26,6871.794872,3.527815468
Texas,1966,50,9971.090937,2.543234995
Texas,2946,52,14508.02718,1.765105227
Texas,1457,44,6779.266704,3.019903912
Texas,40469,429,11828.23355,1.060070671
Texas,509,22,8171.456092,4.322200393
Texas,2594,51,9611.679265,1.966075559
Texas,104,2,7381.121363,1.923076923
Texas,473,13,6176.547401,2.748414376
Texas,2755,57,13221.67299,2.068965517
Texas,2364,57,10801.42557,2.411167513
Texas,11356,342,8337.004082,3.011623811
Texas,11336,358,9145.992174,3.158080452
Texas,3768,71,13047.09141,1.884288747
Texas,15205,218,9113.139583,1.433738902
Texas,6160,156,18439.80123,2.532467532
Texas,495,14,16700.40486,2.828282828
Texas,784,27,9266.044203,3.443877551
Texas,922,24,17077.23653,2.603036876
Texas,383,12,9738.113399,3.133159269
Texas,5938,113,10308.66984,1.902997642
Texas,400692,6462,8501.259726,1.612710012
Texas,4928,110,7404.624885,2.232142857
Texas,654,2,11728.83788,0.305810398
Texas,457,27,8077.059031,5.90809628
Texas,20973,252,9111.129453,1.201544843
Texas,584,2,15291.96125,0.342465753
Texas,5983,191,7231.347523,3.192378405
Texas,91653,2883,10550.50782,3.145559883
Texas,4535,109,12374.14391,2.403528115
Texas,2900,103,12597.19387,3.551724138
Texas,6598,131,10703.56732,1.985450136
Texas,3171,113,8550.857513,3.563544623
Texas,1684,55,7331.940091,3.266033254
Texas,4677,101,12756.38228,2.159503956
Texas,538,12,11011.05199,2.230483271
Texas,6095,175,6181.917764,2.871205906
Texas,2104,71,10048.71525,3.374524715
Texas,128,1,8333.333333,0.78125
Texas,605,16,6771.12479,2.644628099
Texas,1864,31,12628.72629,1.663090129
Texas,2506,92,7053.393003,3.671189146
Texas,192,5,8443.271768,2.604166667
Texas,19793,434,7867.946654,2.192694387
Texas,618,16,11884.61538,2.588996764
Texas,4333,105,10703.52255,2.423263328
Texas,19987,370,11368.07021,1.851203282
Texas,2610,55,12996.06632,2.107279693
Texas,2296,37,14717.00532,1.611498258
Texas,16307,260,11976.87912,1.59440731
Texas,3349,72,7060.783032,2.149895491
Texas,39,2,9653.465347,5.128205128
Texas,106,2,13910.76115,1.886792453
Texas,4574,89,8695.81749,1.945780498
Texas,285,6,6571.362693,2.105263158
Texas,11,0,4044.117647,0
Texas,351,6,9571.857104,1.709401709
Texas,2663,93,8679.921773,3.492301915
Texas,263,17,7177.947598,6.463878327
Texas,1052,29,13989.3617,2.756653992
Texas,5895,156,11823.34182,2.646310433
Texas,2364,83,18335.53091,3.510998308
Texas,2201,33,10271.60724,1.499318492
Texas,2518,76,12493.79776,3.018268467
Texas,2218,39,12866.17553,1.758340848
Texas,1649,43,9474.833372,2.607640995
Texas,7998,189,9066.074202,2.363090773
Texas,2816,80,12015.18966,2.840909091
Texas,349,12,10794.92731,3.438395415
Texas,1138,22,9322.519866,1.933216169
Texas,1690,52,7754.072035,3.076923077
Texas,2,0,1183.431953,0
Texas,49358,792,15892.76457,1.604603104
Texas,624,23,10485.63267,3.685897436
Texas,1985,30,13896.6676,1.511335013
Texas,543,33,5510.452608,6.077348066
Texas,639,19,11072.6044,2.973395931
Texas,425,6,9943.846514,1.411764706
Texas,4227,114,11535.62754,2.69694819
Texas,10451,356,17797.41834,3.406372596
Texas,584,19,7314.629259,3.253424658
Texas,27563,477,10740.65848,1.730580851
Texas,84,5,11305.51817,5.952380952
Texas,5100,105,9886.7866,2.058823529
Texas,211,9,9869.036483,4.265402844
Texas,17708,272,10014.02461,1.536028913
Texas,2555,49,10292.87354,1.917808219
Texas,658,21,13502.97558,3.191489362
Texas,609,31,7126.974839,5.090311987
Texas,2110,72,10646.88667,3.412322275
Texas,54602,589,8989.596487,1.078715065
Texas,2751,73,13137.53582,2.653580516
Texas,884,33,7135.938005,3.733031674
Texas,116,8,9666.666667,6.896551724
Texas,4601,172,7056.315563,3.738317757
Texas,5885,143,11743.45978,2.429906542
Texas,634,38,4663.47922,5.993690852
Texas,1545,51,10500.20389,3.300970874
Texas,43248,828,11937.26642,1.914539401
Texas,1187,27,12067.91379,2.274641955
Texas,286,4,13541.66667,1.398601399
Texas,8721,150,10457.33608,1.71998624
Texas,2911,76,9972.93501,2.610786671
Texas,1635,75,7049.236872,4.587155963
Texas,15980,184,11184.36708,1.151439299
Texas,1296,35,13492.97241,2.700617284
Texas,1673,34,10573.2162,2.032277346
Texas,3388,120,6597.472397,3.541912633
Texas,17560,457,14955.49972,2.602505695
Texas,818,24,12201.67064,2.93398533
Texas,813,26,6496.723669,3.19803198
Texas,16927,287,12291.5048,1.695516039
Texas,382,8,9924.655755,2.094240838
Texas,313,12,9067.207416,3.833865815
Texas,700,38,5822.174166,5.428571429
Texas,1919,43,12011.76765,2.240750391
Texas,680,23,9786.989062,3.382352941
Texas,63,1,7377.04918,1.587301587
Texas,2180,43,12767.95127,1.972477064
Texas,11690,155,11142.35333,1.325919589
Texas,1297,38,12636.39906,2.929838088
Texas,4034,108,7414.623387,2.677243431
Texas,524,45,4970.593815,8.58778626
Texas,580,32,7041.398567,5.517241379
Texas,1361,39,4716.033127,2.865540044
Texas,4416,151,6617.713172,3.419384058
Texas,781,23,12898.43105,2.944942382
Texas,244,6,8736.126029,2.459016393
Texas,2425,62,14518.35,2.556701031
Texas,276,5,8453.292496,1.811594203
Texas,1712,68,6773.759595,3.971962617
Texas,235,12,7776.307081,5.106382979
Texas,20491,483,8803.828985,2.3571324
Texas,1084,14,11875.54777,1.291512915
Texas,9481,299,14668.97715,3.153675773
Texas,804,26,8584.240871,3.233830846
Texas,108,4,8365.608056,3.703703704
Texas,157,6,11629.62963,3.821656051
Texas,471,8,12473.51695,1.6985138
Texas,895,18,12099.4998,2.011173184
Texas,260993,3515,12413.3716,1.346779416
Texas,15827,411,11466.01562,2.596828205
Texas,74,2,9536.082474,2.702702703
Texas,1701,56,13787.79282,3.29218107
Texas,73,5,4863.424384,6.849315068
Texas,3747,84,11441.22137,2.241793435
Texas,16907,270,14183.72483,1.596971669
Texas,83878,1027,6584.068185,1.224397339
Texas,795,26,5426.250768,3.270440252
Texas,1332,42,6146.179402,3.153153153
Texas,0,0,,
Texas,3309,75,7925.179029,2.266545784
Texas,373,10,10199.61717,2.680965147
Texas,3597,72,13451.25463,2.001668057
Texas,7921,223,16157.06272,2.815301098
Texas,4399,120,7773.458208,2.727892703
Texas,9094,219,9875.765605,2.408181218
Texas,8795,131,12052.73328,1.489482661
Texas,4199,49,7600.550266,1.166944511
Texas,1208,24,10068.34472,1.986754967
Texas,4158,94,11587.98283,2.260702261
Texas,44133,794,15952.53242,1.799107244
Texas,4209,116,10128.5013,2.75599905
Texas,568,11,11234.17722,1.936619718
Texas,15138,377,11448.23414,2.490421456
Texas,1928,55,15099.06806,2.852697095
Texas,3076,89,14402.09757,2.89336801
Texas,46690,479,7906.175758,1.025915614
Texas,4610,69,9026.825925,1.496746204
Texas,770,21,9612.98377,2.727272727
Texas,7421,121,10603.85231,1.630508018
Texas,3468,129,7615.450493,3.719723183
Texas,876,27,10053.94238,3.082191781
Texas,2182,45,12115.49139,2.062328139
Texas,1783,36,12574.93476,2.019068985
Texas,1873,41,15819.25676,2.189001602
Utah,22023,104,11788.47863,0.472233574
Utah,9055,68,11048.88108,0.750966317
Utah,38788,172,10911.41299,0.443436114
Utah,151182,892,13028.02306,0.59001733
Utah,1918,37,12529.39639,1.929092805
Utah,3628,28,9018.369833,0.771775083
Utah,29287,275,11619.88875,0.938983167
Utah,5577,13,13232.88646,0.233100233
Utah,7473,44,10341.96432,0.588786297
Utah,4204,36,7424.675921,0.856327307
Utah,931,0,,0
Utah,97048,396,15253.48338,0.408045503
Utah,4683,22,13736.76337,0.469784326
Utah,31028,221,11393.23706,0.712259894
Vermont,1062,8,2887.674362,0.753295669
Vermont,2041,15,5754.158444,0.734933856
Vermont,1073,7,3577.501417,0.652376514
Vermont,7498,103,4578.260286,1.373699653
Vermont,291,2,4721.726432,0.687285223
Vermont,2028,39,4105.09696,1.923076923
Vermont,217,2,2999.308915,0.921658986
Vermont,881,3,3473.700812,0.340522134
Vermont,815,3,2820.850062,0.36809816
Vermont,1285,11,4752.746237,0.856031128
Vermont,2275,20,3909.539276,0.879120879
Vermont,22,0,,0
Vermont,1891,15,3237.514767,0.793231095
Vermont,1382,14,3273.175122,1.013024602
Vermont,1479,13,2686.062984,0.878972279
Virginia,2862,43,8856.294096,1.502445842
Virginia,5801,83,5305.95445,1.430787795
Virginia,11838,137,7425.295431,1.157290083
Virginia,1362,49,9165.545087,3.597650514
Virginia,921,33,7006.466337,3.583061889
Virginia,2962,37,9371.93482,1.249155976
Virginia,1617,26,10162.78047,1.607915894
Virginia,15294,256,6457.469537,1.67385903
Virginia,5919,74,7833.717144,1.250211184
Virginia,273,10,6583.0721,3.663003663
Virginia,6617,109,8376.267453,1.647272178
Virginia,681,10,10843.94904,1.468428781
Virginia,2554,38,7642.359137,1.487862177
Virginia,1573,36,9384.32168,2.28862047
Virginia,1328,24,8181.874191,1.807228916
Virginia,1479,43,7041.515902,2.907369844
Virginia,2140,30,12479.58946,1.401869159
Virginia,916,22,14140.16672,2.401746725
Virginia,4562,86,8311.924934,1.885138097
Virginia,2659,38,8654.190399,1.429108687
Virginia,2695,77,9046.356282,2.857142857
Virginia,505,16,7252.620997,3.168316832
Virginia,874,21,7356.902357,2.402745995
Virginia,4014,57,8492.362375,1.420029895
Virginia,21116,301,8624.583903,1.425459367
Virginia,28110,441,7967.641907,1.568836713
Virginia,992,20,6785.689856,2.016129032
Virginia,1719,61,9896.373057,3.548574753
Virginia,611,14,11032.86385,2.291325696
Virginia,322,6,6275.579809,1.863354037
Virginia,4686,65,8907.898489,1.387110542
Virginia,501,10,5044.301248,1.996007984
Virginia,4471,141,11165.21826,3.1536569
Virginia,957,18,6683.894399,1.880877743
Virginia,2139,45,7493.693946,2.103786816
Virginia,674,42,12607.55705,6.231454006
Virginia,780,10,7121.33662,1.282051282
Virginia,77011,1103,6711.011109,1.432262923
Virginia,567,19,2360.631167,3.350970018
Virginia,431,8,2948.621468,1.856148492
Virginia,4746,70,6663.671338,1.474926254
Virginia,876,23,5562.257921,2.625570776
Virginia,1923,20,7051.705171,1.040041602
Virginia,4081,79,7282.038471,1.935800049
Virginia,1133,32,14221.16229,2.824360106
Virginia,8073,102,9038.997682,1.263470829
Virginia,2135,25,7352.941176,1.170960187
Virginia,1176,53,18528.43863,4.506802721
Virginia,1303,22,7793.062201,1.688411358
Virginia,2252,49,6029.774017,2.175843694
Virginia,1462,23,6155.011998,1.573187415
Virginia,1495,35,9614.14791,2.341137124
Virginia,1288,18,6498.814269,1.397515528
Virginia,1586,25,13990.82569,1.57629256
Virginia,2827,78,8336.52797,2.759108596
Virginia,10661,178,7925.804773,1.669636995
Virginia,8197,164,7606.295121,2.000731975
Virginia,6507,95,12273.65324,1.45996619
Virginia,25543,620,7721.163903,2.427279489
Virginia,4654,124,9205.451273,2.664374731
Virginia,109,1,4977.16895,0.917431193
Virginia,2629,77,11669.40388,2.928870293
Virginia,3162,69,8520.844,2.182163188
Virginia,4644,72,6068.76364,1.550387597
Virginia,1740,20,6483.827694,1.149425287
Virginia,1244,13,7254.49032,1.045016077
Virginia,407,8,5793.594306,1.965601966
Virginia,716,17,6752.80581,2.374301676
Virginia,2434,49,10391.49554,2.013147083
Virginia,1211,32,16263.76578,2.642444261
Virginia,27954,278,6759.717366,0.994490949
Virginia,1993,33,5301.800963,1.655795283
Virginia,780,14,6395.539521,1.794871795
Virginia,7800,154,9492.746568,1.974358974
Virginia,594,16,4479.300204,2.693602694
Virginia,4311,47,10492.88061,1.090234284
Virginia,1217,11,6963.039249,0.903861956
Virginia,1619,77,12896.28804,4.756022236
Virginia,599,12,6780.620331,2.003338898
Virginia,2331,67,7620.88469,2.874302874
Virginia,573,20,5414.855415,3.490401396
Virginia,9412,96,9551.93586,1.019974501
Virginia,895,13,5994.641661,1.452513966
Virginia,1514,18,6556.6671,1.188903567
Virginia,14223,233,7935.834844,1.638191661
Virginia,17901,264,7374.496379,1.474777945
Virginia,807,36,6891.545687,4.460966543
Virginia,745,20,6159.57007,2.684563758
Virginia,290,7,7284.601859,2.413793103
Virginia,1924,48,12631.30252,2.494802495
Virginia,2231,39,6021.429921,1.748095025
Virginia,2107,57,8815.161911,2.705268154
Virginia,1381,43,7843.025897,3.113685735
Virginia,3914,86,12486.44165,2.197240675
Virginia,5580,82,9245.451834,1.46953405
Virginia,890,16,7252.872627,1.797752809
Virginia,9140,200,9682.408526,2.188183807
Virginia,1922,17,6481.856199,0.884495317
Virginia,2181,34,9564.950443,1.558917928
Virginia,3614,32,9422.991683,0.88544549
Virginia,45446,499,9662.474619,1.098006425
Virginia,2683,61,7884.914921,2.273574357
Virginia,2168,18,11880.10302,0.830258303
Virginia,344,2,4667.571235,0.581395349
Virginia,1523,14,16879.08678,0.919238345
Virginia,17112,268,7425.923033,1.566152408
Virginia,8312,145,8825.090778,1.744465833
Virginia,8517,194,8590.621627,2.277797346
Virginia,1547,46,6853.320338,2.973497091
Virginia,6825,109,8328.452189,1.597069597
Virginia,2295,39,8632.362898,1.699346405
Virginia,2189,50,8651.831943,2.284148013
Virginia,1859,59,8620.050079,3.173749328
Virginia,4342,133,9955.062362,3.06310456
Virginia,2969,95,9862.476747,3.199730549
Virginia,1986,56,11264.25047,2.819738167
Virginia,10140,123,7444.114084,1.213017751
Virginia,11435,81,7479.624809,0.708351552
Virginia,2526,71,10131.55784,2.810768013
Virginia,7980,191,8663.742563,2.393483709
Virginia,421,9,6555.590159,2.137767221
Virginia,1198,22,10735.72901,1.83639399
Virginia,3703,73,9121.813031,1.971374561
Virginia,0,0,,
Virginia,36205,407,8046.020437,1.124154122
Virginia,3035,59,7556.518275,1.94398682
Virginia,4991,110,9287.309267,2.203967141
Virginia,2390,38,10561.20194,1.589958159
Virginia,1304,26,7238.412434,1.993865031
Virginia,772,13,5162.498328,1.683937824
Virginia,2926,47,10420.97015,1.606288448
Virginia,3248,100,8688.44127,3.078817734
Virginia,2685,81,9360.619161,3.016759777
Virginia,3776,55,5530.169889,1.456567797
Washington,2192,23,10969.32393,1.049270073
Washington,1483,28,6567.177398,1.888064734
Washington,17319,221,8473.506532,1.276055199
Washington,6815,66,8827.720207,0.968451944
Washington,1337,11,1728.931476,0.822737472
Washington,25048,273,5130.253297,1.089907378
Washington,125,5,3136.762861,4
Washington,6272,93,5671.245016,1.482780612
Washington,3620,25,8335.444058,0.690607735
Washington,382,8,5008.522355,2.094240838
Washington,12598,117,13230.13589,0.928718844
Washington,124,5,5573.033708,4.032258065
Washington,9137,79,9348.940481,0.864616395
Washington,4429,73,5900.534232,1.648227591
Washington,1791,30,2103.569373,1.675041876
Washington,416,4,1291.083455,0.961538462
Washington,109966,1591,4881.342269,1.446810832
Washington,8512,113,3135.48677,1.327537594
Washington,3145,34,6560.967977,1.081081081
Washington,811,11,3616.499443,1.356350185
Washington,4962,74,6148.165587,1.491334139
Washington,613,10,5603.802907,1.63132137
Washington,2844,33,4259.525521,1.160337553
Washington,2666,41,6311.104798,1.537884471
Washington,969,11,4312.224645,1.135190918
Washington,804,9,5858.350335,1.119402985
Washington,55535,701,6136.599704,1.262267039
Washington,186,0,1057.900125,0
Washington,5897,74,4564.064858,1.25487536
Washington,365,2,3020.772987,0.547945205
Washington,39097,586,4755.845821,1.498836228
Washington,45474,658,8698.197009,1.446980692
Washington,2308,29,5047.787765,1.256499133
Washington,10457,107,3599.209736,1.023238022
Washington,1536,3,,0.1953125
Washington,135,1,3008.02139,0.740740741
Washington,5180,66,8525.345622,1.274131274
Washington,9537,98,4160.141681,1.027576806
Washington,4278,49,8538.24046,1.145395044
Washington,30179,459,12029.59266,1.520925147
West Virginia,1499,29,9117.450277,1.934623082
West Virginia,12719,126,10672.89861,0.990643919
West Virginia,2163,34,10080.62637,1.571890892
West Virginia,979,3,7014.401376,0.306435138
West Virginia,2231,60,10169.10525,2.689376961
West Virginia,8817,174,9589.428463,1.973460361
West Virginia,372,1,5232.803489,0.268817204
West Virginia,539,10,6335.213916,1.85528757
West Virginia,628,6,7433.712121,0.955414013
West Virginia,3523,79,8307.786634,2.242407039
West Virginia,874,6,11172.18458,0.686498856
West Virginia,1297,27,11211.96404,2.081727062
West Virginia,2863,61,8259.765738,2.130632204
West Virginia,1909,34,8237.324703,1.781037192
West Virginia,2839,89,9854.217286,3.134906657
West Virginia,1556,24,11295.00581,1.542416452
West Virginia,6045,79,8988.045676,1.306865178
West Virginia,2210,61,7733.762598,2.760180995
West Virginia,4756,53,8322.54226,1.114381833
West Virginia,15353,347,8619.276459,2.260144597
West Virginia,1269,21,7977.619916,1.654846336
West Virginia,1554,23,7614.287814,1.48005148
West Virginia,3228,95,10081.5141,2.942998761
West Virginia,4577,51,8162.719361,1.114266987
West Virginia,3522,77,11535.81606,2.186257808
West Virginia,2038,37,7685.925479,1.815505397
West Virginia,1602,25,9089.87744,1.560549313
West Virginia,5072,119,8632.016066,2.346214511
West Virginia,2940,89,10942.38499,3.027210884
West Virginia,2696,42,11509.56284,1.557863501
West Virginia,9351,88,8854.107488,0.941075821
West Virginia,1187,17,8941.619586,1.432181971
West Virginia,1224,21,6844.106464,1.715686275
West Virginia,1860,20,7593.076421,1.075268817
West Virginia,4286,86,10349.90703,2.006532898
West Virginia,719,11,10317.11867,1.529902643
West Virginia,957,12,12828.41823,1.253918495
West Virginia,680,12,8245.422578,1.764705882
West Virginia,2935,46,8779.014118,1.567291312
West Virginia,5289,93,9369.35341,1.758366421
